month,atoll_code,atoll_label,establishment_type,amount_mvr
2019-11-01,GA,"GA. (Gaafu Alif)",Hotels,260274.60
2019-11-01,GA,"GA. (Gaafu Alif)",Guesthouse,7047.27
2019-11-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,1243872.00
2019-11-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,3039.30
2019-11-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,7457.34
2019-11-01,HA,"HA. (Haa Alif)",Resorts,875097.18
2019-11-01,HA,"HA. (Haa Alif)",Guesthouse,10731.24
2019-11-01,HDh,"HDh. (Haa Dhaalu)",Resorts,314755.56
2019-11-01,HDh,"HDh. (Haa Dhaalu)",Hotels,236664.54
2019-11-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,3409.02
2019-11-01,K,"K. (Kaafu)",Resorts,24365515.20
2019-11-01,K,"K. (Kaafu)",Hotels,166424.70
2019-11-01,K,"K. (Kaafu)",Guesthouse,959369.11
2019-11-01,L,"L. (Laamu)",Resorts,327327.12
2019-11-01,L,"L. (Laamu)",Guesthouse,4328.70
2019-11-01,Lh,"Lh. (Lhaviyani)",Resorts,5403023.94
2019-11-01,Lh,"Lh. (Lhaviyani)",Guesthouse,414.18
2019-11-01,Male,"Malé City",Hotels,412731.72
2019-11-01,Male,"Malé City",Guesthouse,654736.00
2019-11-01,N,"N. (Noonu)",Resorts,2632018.32
2019-11-01,N,"N. (Noonu)",Guesthouse,4275.63
2019-11-01,R,"R. (Raa)",Resorts,5662664.10
2019-11-01,S,"S. (Addu)",Resorts,497108.04
2019-11-01,S,"S. (Addu)",Hotels,83940.48
2019-11-01,S,"S. (Addu)",Guesthouse,1380.87
2019-11-01,Sh,"Sh. (Shaviyani)",Resorts,319771.20
2019-11-01,Th,"Th. (Thaa)",Resorts,165472.02
2019-11-01,Th,"Th. (Thaa)",Guesthouse,368.64
2019-11-01,V,"V. (Vaavu)",Resorts,1174031.52
2019-11-01,V,"V. (Vaavu)",Guesthouse,125783.46
2019-12-01,AA,"AA. (Alif Alif)",Resorts,5783664.60
2019-12-01,AA,"AA. (Alif Alif)",Guesthouse,173645.79
2019-12-01,ADh,"ADh. (Alif Dhaal)",Resorts,4965635.76
2019-12-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,187256.92
2019-12-01,B,"B. (Baa)",Resorts,4609216.74
2019-12-01,B,"B. (Baa)",Hotels,370043.04
2019-12-01,B,"B. (Baa)",Guesthouse,135437.49
2019-12-01,Dh,"Dh. (Dhaalu)",Resorts,4935169.56
2019-12-01,F,"F. (Faafu)",Guesthouse,10464.99
2019-12-01,GA,"GA. (Gaafu Alif)",Resorts,1200792.36
2019-12-01,GA,"GA. (Gaafu Alif)",Hotels,263810.40
2019-12-01,GA,"GA. (Gaafu Alif)",Guesthouse,137.97
2019-12-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,1197280.14
2019-12-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,10967.04
2019-12-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,20066.82
2019-12-01,HA,"HA. (Haa Alif)",Resorts,720274.26
2019-12-01,HDh,"HDh. (Haa Dhaalu)",Resorts,54197.40
2019-12-01,HDh,"HDh. (Haa Dhaalu)",Hotels,203929.20
2019-12-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,459.30
2019-12-01,K,"K. (Kaafu)",Resorts,23283768.87
2019-12-01,K,"K. (Kaafu)",Guesthouse,1910441.54
2019-12-01,L,"L. (Laamu)",Resorts,324229.50
2019-12-01,L,"L. (Laamu)",Guesthouse,2943.48
2019-12-01,Lh,"Lh. (Lhaviyani)",Resorts,4621679.34
2019-12-01,Lh,"Lh. (Lhaviyani)",Guesthouse,460.50
2019-12-01,M,"M. (Meemu)",Guesthouse,2895.48
2019-12-01,Male,"Malé City",Hotels,817538.82
2019-12-01,Male,"Malé City",Guesthouse,662078.61
2019-12-01,N,"N. (Noonu)",Resorts,2483482.26
2019-12-01,N,"N. (Noonu)",Guesthouse,23786.55
2019-12-01,R,"R. (Raa)",Resorts,5042465.92
2019-12-01,S,"S. (Addu)",Resorts,552377.70
2019-12-01,S,"S. (Addu)",Hotels,77621.70
2019-12-01,S,"S. (Addu)",Guesthouse,2257.26
2019-12-01,Sh,"Sh. (Shaviyani)",Resorts,465040.14
2019-12-01,V,"V. (Vaavu)",Resorts,1546434.66
2019-12-01,V,"V. (Vaavu)",Guesthouse,112729.47
2020-01-01,AA,"AA. (Alif Alif)",Resorts,6370870.20
2020-01-01,AA,"AA. (Alif Alif)",Guesthouse,401596.98
2020-01-01,ADh,"ADh. (Alif Dhaal)",Resorts,8677700.10
2020-01-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,235483.47
2020-01-01,B,"B. (Baa)",Resorts,5094192.90
2020-01-01,B,"B. (Baa)",Hotels,281640.96
2020-01-01,B,"B. (Baa)",Guesthouse,185444.79
2020-01-01,Dh,"Dh. (Dhaalu)",Resorts,5990972.64
2020-01-01,F,"F. (Faafu)",Guesthouse,21058.56
2020-01-01,GA,"GA. (Gaafu Alif)",Resorts,1674547.20
2020-01-01,GA,"GA. (Gaafu Alif)",Hotels,316108.80
2020-01-01,GA,"GA. (Gaafu Alif)",Guesthouse,7492.86
2020-01-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,1457631.90
2020-01-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,5239.80
2020-01-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,21710.46
2020-01-01,HA,"HA. (Haa Alif)",Resorts,1014684.42
2020-01-01,HA,"HA. (Haa Alif)",Guesthouse,40285.99
2020-01-01,HDh,"HDh. (Haa Dhaalu)",Resorts,140820.90
2020-01-01,HDh,"HDh. (Haa Dhaalu)",Hotels,234547.20
2020-01-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,7830.15
2020-01-01,K,"K. (Kaafu)",Resorts,28420734.67
2020-01-01,K,"K. (Kaafu)",Hotels,5783.40
2020-01-01,K,"K. (Kaafu)",Guesthouse,1283732.93
2020-01-01,L,"L. (Laamu)",Resorts,471367.80
2020-01-01,L,"L. (Laamu)",Guesthouse,10414.08
2020-01-01,Lh,"Lh. (Lhaviyani)",Resorts,5051645.40
2020-01-01,Lh,"Lh. (Lhaviyani)",Guesthouse,1841.58
2020-01-01,M,"M. (Meemu)",Resorts,147363.84
2020-01-01,Male,"Malé City",Hotels,792679.38
2020-01-01,Male,"Malé City",Guesthouse,859350.61
2020-01-01,N,"N. (Noonu)",Resorts,3104501.22
2020-01-01,N,"N. (Noonu)",Guesthouse,15668.70
2020-01-01,R,"R. (Raa)",Resorts,6026497.32
2020-01-01,R,"R. (Raa)",Guesthouse,276.30
2020-01-01,S,"S. (Addu)",Resorts,946781.04
2020-01-01,S,"S. (Addu)",Hotels,225239.04
2020-01-01,S,"S. (Addu)",Guesthouse,1196.52
2020-01-01,Sh,"Sh. (Shaviyani)",Resorts,510987.60
2020-01-01,Th,"Th. (Thaa)",Resorts,348597.12
2020-01-01,Th,"Th. (Thaa)",Guesthouse,1195.86
2020-01-01,V,"V. (Vaavu)",Resorts,1740165.12
2020-01-01,V,"V. (Vaavu)",Guesthouse,398576.40
2020-02-01,AA,"AA. (Alif Alif)",Resorts,5572516.38
2020-02-01,AA,"AA. (Alif Alif)",Guesthouse,184236.36
2020-02-01,ADh,"ADh. (Alif Dhaal)",Resorts,7741573.98
2020-02-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,221466.46
2020-02-01,B,"B. (Baa)",Resorts,6841460.28
2020-02-01,B,"B. (Baa)",Guesthouse,73871.79
2020-02-01,Dh,"Dh. (Dhaalu)",Resorts,5810231.94
2020-02-01,Dh,"Dh. (Dhaalu)",Guesthouse,6848.04
2020-02-01,F,"F. (Faafu)",Guesthouse,19304.58
2020-02-01,GA,"GA. (Gaafu Alif)",Resorts,920335.68
2020-02-01,GA,"GA. (Gaafu Alif)",Guesthouse,5198.13
2020-02-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,1019230.38
2020-02-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1886.82
2020-02-01,HA,"HA. (Haa Alif)",Resorts,702086.22
2020-02-01,HA,"HA. (Haa Alif)",Guesthouse,39575.85
2020-02-01,HDh,"HDh. (Haa Dhaalu)",Resorts,175315.14
2020-02-01,HDh,"HDh. (Haa Dhaalu)",Hotels,252468.48
2020-02-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,4500.30
2020-02-01,K,"K. (Kaafu)",Resorts,25718045.94
2020-02-01,K,"K. (Kaafu)",Guesthouse,1176279.61
2020-02-01,L,"L. (Laamu)",Resorts,435306.30
2020-02-01,L,"L. (Laamu)",Guesthouse,44437.11
2020-02-01,Lh,"Lh. (Lhaviyani)",Resorts,5607383.04
2020-02-01,Lh,"Lh. (Lhaviyani)",Guesthouse,412.83
2020-02-01,M,"M. (Meemu)",Resorts,213478.98
2020-02-01,M,"M. (Meemu)",Guesthouse,737.28
2020-02-01,Male,"Malé City",Hotels,941223.42
2020-02-01,Male,"Malé City",Guesthouse,542614.57
2020-02-01,N,"N. (Noonu)",Resorts,3492298.08
2020-02-01,N,"N. (Noonu)",Guesthouse,33143.52
2020-02-01,R,"R. (Raa)",Resorts,4135669.32
2020-02-01,R,"R. (Raa)",Guesthouse,551.88
2020-02-01,S,"S. (Addu)",Resorts,1371159.48
2020-02-01,S,"S. (Addu)",Hotels,265862.52
2020-02-01,S,"S. (Addu)",Guesthouse,1057.14
2020-02-01,Sh,"Sh. (Shaviyani)",Resorts,536371.20
2020-02-01,Th,"Th. (Thaa)",Guesthouse,1288.56
2020-02-01,V,"V. (Vaavu)",Resorts,284118.78
2020-02-01,V,"V. (Vaavu)",Guesthouse,192289.89
2020-03-01,AA,"AA. (Alif Alif)",Resorts,3259711.02
2020-03-01,AA,"AA. (Alif Alif)",Guesthouse,537892.74
2020-03-01,ADh,"ADh. (Alif Dhaal)",Resorts,8350666.74
2020-03-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,336922.55
2020-03-01,B,"B. (Baa)",Resorts,4759094.58
2020-03-01,B,"B. (Baa)",Hotels,314173.44
2020-03-01,B,"B. (Baa)",Guesthouse,159617.28
2020-03-01,Dh,"Dh. (Dhaalu)",Resorts,4502371.50
2020-03-01,Dh,"Dh. (Dhaalu)",Guesthouse,2061.45
2020-03-01,F,"F. (Faafu)",Guesthouse,31227.21
2020-03-01,GA,"GA. (Gaafu Alif)",Resorts,1938856.44
2020-03-01,GA,"GA. (Gaafu Alif)",Hotels,679862.52
2020-03-01,GA,"GA. (Gaafu Alif)",Guesthouse,8062.53
2020-03-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,1483851.90
2020-03-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,597.87
2020-03-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,16121.70
2020-03-01,HA,"HA. (Haa Alif)",Resorts,970565.64
2020-03-01,HA,"HA. (Haa Alif)",Guesthouse,10669.20
2020-03-01,HDh,"HDh. (Haa Dhaalu)",Hotels,247241.82
2020-03-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,12569.49
2020-03-01,K,"K. (Kaafu)",Resorts,24981348.36
2020-03-01,K,"K. (Kaafu)",Hotels,37527.84
2020-03-01,K,"K. (Kaafu)",Guesthouse,1352489.96
2020-03-01,L,"L. (Laamu)",Resorts,382620.78
2020-03-01,L,"L. (Laamu)",Guesthouse,11804.16
2020-03-01,Lh,"Lh. (Lhaviyani)",Resorts,4684626.30
2020-03-01,Male,"Malé City",Hotels,694585.02
2020-03-01,Male,"Malé City",Guesthouse,701936.30
2020-03-01,N,"N. (Noonu)",Resorts,2257417.62
2020-03-01,N,"N. (Noonu)",Guesthouse,16656.15
2020-03-01,R,"R. (Raa)",Resorts,5620278.54
2020-03-01,S,"S. (Addu)",Resorts,994684.14
2020-03-01,S,"S. (Addu)",Guesthouse,34713.90
2020-03-01,Sh,"Sh. (Shaviyani)",Resorts,732266.94
2020-03-01,Th,"Th. (Thaa)",Resorts,189162.96
2020-03-01,Th,"Th. (Thaa)",Guesthouse,3449.25
2020-03-01,V,"V. (Vaavu)",Resorts,1301207.04
2020-03-01,V,"V. (Vaavu)",Guesthouse,206209.26
2020-04-01,AA,"AA. (Alif Alif)",Resorts,4629388.14
2020-04-01,AA,"AA. (Alif Alif)",Guesthouse,100350.84
2020-04-01,ADh,"ADh. (Alif Dhaal)",Resorts,2050430.28
2020-04-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,72552.00
2020-04-01,B,"B. (Baa)",Resorts,1910811.72
2020-04-01,B,"B. (Baa)",Hotels,239635.44
2020-04-01,B,"B. (Baa)",Guesthouse,105814.44
2020-04-01,Dh,"Dh. (Dhaalu)",Resorts,2501027.04
2020-04-01,GA,"GA. (Gaafu Alif)",Resorts,1556209.62
2020-04-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,792760.32
2020-04-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,11722.44
2020-04-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,828.72
2020-04-01,K,"K. (Kaafu)",Resorts,12369794.16
2020-04-01,K,"K. (Kaafu)",Guesthouse,214878.72
2020-04-01,L,"L. (Laamu)",Resorts,222105.60
2020-04-01,Lh,"Lh. (Lhaviyani)",Resorts,2078511.66
2020-04-01,Male,"Malé City",Hotels,79534.08
2020-04-01,Male,"Malé City",Guesthouse,141962.61
2020-04-01,N,"N. (Noonu)",Resorts,1445878.56
2020-04-01,N,"N. (Noonu)",Guesthouse,18570.24
2020-04-01,R,"R. (Raa)",Resorts,2335415.76
2020-04-01,S,"S. (Addu)",Resorts,456284.16
2020-04-01,S,"S. (Addu)",Hotels,240527.70
2020-04-01,S,"S. (Addu)",Guesthouse,966.78
2020-04-01,Sh,"Sh. (Shaviyani)",Resorts,172339.20
2020-04-01,Th,"Th. (Thaa)",Resorts,70594.56
2020-04-01,Th,"Th. (Thaa)",Guesthouse,5435.28
2020-04-01,V,"V. (Vaavu)",Resorts,1216377.36
2020-04-01,V,"V. (Vaavu)",Guesthouse,117654.12
2020-05-01,AA,"AA. (Alif Alif)",Resorts,354869.16
2020-05-01,AA,"AA. (Alif Alif)",Guesthouse,5253.12
2020-05-01,ADh,"ADh. (Alif Dhaal)",Resorts,451952.64
2020-05-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,27740.16
2020-05-01,B,"B. (Baa)",Resorts,1441674.24
2020-05-01,Dh,"Dh. (Dhaalu)",Resorts,215746.56
2020-05-01,GA,"GA. (Gaafu Alif)",Resorts,475269.12
2020-05-01,GA,"GA. (Gaafu Alif)",Hotels,133816.32
2020-05-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1244.16
2020-05-01,HA,"HA. (Haa Alif)",Guesthouse,3225.60
2020-05-01,HDh,"HDh. (Haa Dhaalu)",Hotels,150036.48
2020-05-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,2350.08
2020-05-01,K,"K. (Kaafu)",Resorts,2967150.60
2020-05-01,K,"K. (Kaafu)",Guesthouse,61628.64
2020-05-01,Lh,"Lh. (Lhaviyani)",Resorts,96215.04
2020-05-01,Male,"Malé City",Hotels,171509.76
2020-05-01,Male,"Malé City",Guesthouse,39199.14
2020-05-01,N,"N. (Noonu)",Resorts,195266.40
2020-05-01,N,"N. (Noonu)",Guesthouse,3409.92
2020-05-01,R,"R. (Raa)",Resorts,229386.24
2020-05-01,S,"S. (Addu)",Hotels,153446.40
2020-05-01,V,"V. (Vaavu)",Resorts,346521.60
2020-05-01,V,"V. (Vaavu)",Guesthouse,29019.18
2020-06-01,AA,"AA. (Alif Alif)",Resorts,202518.68
2020-06-01,AA,"AA. (Alif Alif)",Guesthouse,11458.98
2020-06-01,ADh,"ADh. (Alif Dhaal)",Resorts,307597.68
2020-06-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,368.16
2020-06-01,B,"B. (Baa)",Resorts,3037.32
2020-06-01,B,"B. (Baa)",Guesthouse,2301.00
2020-06-01,Dh,"Dh. (Dhaalu)",Resorts,24758.76
2020-06-01,GA,"GA. (Gaafu Alif)",Resorts,84408.12
2020-06-01,HA,"HA. (Haa Alif)",Resorts,120296.28
2020-06-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,184.08
2020-06-01,K,"K. (Kaafu)",Resorts,1562167.12
2020-06-01,K,"K. (Kaafu)",Guesthouse,143398.32
2020-06-01,Lh,"Lh. (Lhaviyani)",Resorts,306661.94
2020-06-01,M,"M. (Meemu)",Resorts,242157.24
2020-06-01,Male,"Malé City",Hotels,15094.56
2020-06-01,Male,"Malé City",Guesthouse,25495.08
2020-06-01,N,"N. (Noonu)",Resorts,186288.96
2020-06-01,R,"R. (Raa)",Resorts,271625.38
2020-06-01,V,"V. (Vaavu)",Resorts,214085.04
2020-06-01,V,"V. (Vaavu)",Guesthouse,16751.28
2020-07-01,AA,"AA. (Alif Alif)",Resorts,699014.12
2020-07-01,AA,"AA. (Alif Alif)",Guesthouse,72179.22
2020-07-01,ADh,"ADh. (Alif Dhaal)",Resorts,376350.42
2020-07-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,33410.52
2020-07-01,B,"B. (Baa)",Resorts,82044.54
2020-07-01,Dh,"Dh. (Dhaalu)",Resorts,336765.46
2020-07-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,265144.32
2020-07-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1935.36
2020-07-01,HA,"HA. (Haa Alif)",Resorts,625172.04
2020-07-01,K,"K. (Kaafu)",Resorts,1148163.84
2020-07-01,K,"K. (Kaafu)",Guesthouse,23756.88
2020-07-01,L,"L. (Laamu)",Resorts,37325.78
2020-07-01,Lh,"Lh. (Lhaviyani)",Guesthouse,2488.32
2020-07-01,Male,"Malé City",Hotels,22196.04
2020-07-01,Male,"Malé City",Guesthouse,177659.11
2020-07-01,N,"N. (Noonu)",Resorts,593278.32
2020-07-01,R,"R. (Raa)",Resorts,727129.50
2020-07-01,V,"V. (Vaavu)",Guesthouse,21663.30
2020-08-01,AA,"AA. (Alif Alif)",Resorts,144712.17
2020-08-01,AA,"AA. (Alif Alif)",Guesthouse,3309.84
2020-08-01,ADh,"ADh. (Alif Dhaal)",Resorts,471723.56
2020-08-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,29170.65
2020-08-01,B,"B. (Baa)",Resorts,147086.28
2020-08-01,B,"B. (Baa)",Hotels,136771.44
2020-08-01,B,"B. (Baa)",Guesthouse,93485.76
2020-08-01,Dh,"Dh. (Dhaalu)",Resorts,491855.19
2020-08-01,Dh,"Dh. (Dhaalu)",Guesthouse,2210.40
2020-08-01,F,"F. (Faafu)",Guesthouse,28522.53
2020-08-01,GA,"GA. (Gaafu Alif)",Resorts,5482.80
2020-08-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,30932.13
2020-08-01,K,"K. (Kaafu)",Resorts,1521073.05
2020-08-01,K,"K. (Kaafu)",Guesthouse,344446.13
2020-08-01,Lh,"Lh. (Lhaviyani)",Resorts,133115.68
2020-08-01,Lh,"Lh. (Lhaviyani)",Guesthouse,1428.48
2020-08-01,M,"M. (Meemu)",Resorts,220437.72
2020-08-01,Male,"Malé City",Hotels,24240.90
2020-08-01,Male,"Malé City",Guesthouse,75891.45
2020-08-01,N,"N. (Noonu)",Resorts,345391.68
2020-08-01,N,"N. (Noonu)",Guesthouse,9618.18
2020-08-01,R,"R. (Raa)",Resorts,728643.31
2020-08-01,S,"S. (Addu)",Guesthouse,183.84
2020-08-01,Sh,"Sh. (Shaviyani)",Guesthouse,276.48
2020-08-01,V,"V. (Vaavu)",Resorts,162262.62
2020-09-01,AA,"AA. (Alif Alif)",Resorts,509523.93
2020-09-01,AA,"AA. (Alif Alif)",Guesthouse,13674.33
2020-09-01,ADh,"ADh. (Alif Dhaal)",Resorts,194118.00
2020-09-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,44266.62
2020-09-01,B,"B. (Baa)",Resorts,407545.80
2020-09-01,B,"B. (Baa)",Guesthouse,20548.08
2020-09-01,Dh,"Dh. (Dhaalu)",Resorts,719851.91
2020-09-01,GA,"GA. (Gaafu Alif)",Resorts,32461.14
2020-09-01,GA,"GA. (Gaafu Alif)",Hotels,15799.92
2020-09-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,125687.70
2020-09-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,504.90
2020-09-01,HA,"HA. (Haa Alif)",Guesthouse,17531.19
2020-09-01,K,"K. (Kaafu)",Resorts,2741603.79
2020-09-01,K,"K. (Kaafu)",Guesthouse,42897.28
2020-09-01,L,"L. (Laamu)",Resorts,153249.71
2020-09-01,Lh,"Lh. (Lhaviyani)",Resorts,95085.12
2020-09-01,Lh,"Lh. (Lhaviyani)",Guesthouse,1429.41
2020-09-01,Male,"Malé City",Hotels,34349.66
2020-09-01,Male,"Malé City",Guesthouse,42034.71
2020-09-01,N,"N. (Noonu)",Resorts,228717.72
2020-09-01,R,"R. (Raa)",Resorts,923521.50
2020-09-01,S,"S. (Addu)",Resorts,128010.24
2020-09-01,S,"S. (Addu)",Guesthouse,14670.81
2020-09-01,V,"V. (Vaavu)",Resorts,19106.88
2020-09-01,V,"V. (Vaavu)",Guesthouse,4920.09
2020-10-01,AA,"AA. (Alif Alif)",Resorts,239453.52
2020-10-01,AA,"AA. (Alif Alif)",Guesthouse,43653.06
2020-10-01,ADh,"ADh. (Alif Dhaal)",Resorts,454355.46
2020-10-01,B,"B. (Baa)",Resorts,954298.56
2020-10-01,B,"B. (Baa)",Guesthouse,36287.40
2020-10-01,Dh,"Dh. (Dhaalu)",Resorts,760196.87
2020-10-01,GA,"GA. (Gaafu Alif)",Guesthouse,2665.68
2020-10-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,71789.52
2020-10-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,550.44
2020-10-01,K,"K. (Kaafu)",Resorts,3148217.95
2020-10-01,K,"K. (Kaafu)",Guesthouse,104848.16
2020-10-01,L,"L. (Laamu)",Guesthouse,14325.21
2020-10-01,Lh,"Lh. (Lhaviyani)",Resorts,501452.44
2020-10-01,Lh,"Lh. (Lhaviyani)",Guesthouse,1097.28
2020-10-01,Male,"Malé City",Hotels,26929.44
2020-10-01,Male,"Malé City",Guesthouse,69957.76
2020-10-01,N,"N. (Noonu)",Resorts,294106.56
2020-10-01,R,"R. (Raa)",Resorts,1408262.31
2020-10-01,S,"S. (Addu)",Guesthouse,15785.73
2020-10-01,V,"V. (Vaavu)",Resorts,23944.14
2020-11-01,AA,"AA. (Alif Alif)",Resorts,921089.52
2020-11-01,AA,"AA. (Alif Alif)",Guesthouse,49926.93
2020-11-01,ADh,"ADh. (Alif Dhaal)",Resorts,980669.81
2020-11-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,18865.92
2020-11-01,B,"B. (Baa)",Resorts,1606275.26
2020-11-01,B,"B. (Baa)",Hotels,111371.34
2020-11-01,B,"B. (Baa)",Guesthouse,72732.57
2020-11-01,Dh,"Dh. (Dhaalu)",Resorts,2155485.63
2020-11-01,GA,"GA. (Gaafu Alif)",Resorts,172699.86
2020-11-01,GA,"GA. (Gaafu Alif)",Hotels,63985.44
2020-11-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,224811.54
2020-11-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,230.25
2020-11-01,HDh,"HDh. (Haa Dhaalu)",Hotels,15380.70
2020-11-01,K,"K. (Kaafu)",Resorts,4980764.75
2020-11-01,K,"K. (Kaafu)",Hotels,54558.72
2020-11-01,K,"K. (Kaafu)",Guesthouse,111772.53
2020-11-01,L,"L. (Laamu)",Resorts,213006.42
2020-11-01,L,"L. (Laamu)",Guesthouse,1704.42
2020-11-01,Lh,"Lh. (Lhaviyani)",Resorts,999289.17
2020-11-01,M,"M. (Meemu)",Resorts,7188.48
2020-11-01,Male,"Malé City",Hotels,56426.82
2020-11-01,Male,"Malé City",Guesthouse,61870.14
2020-11-01,N,"N. (Noonu)",Resorts,1068139.20
2020-11-01,N,"N. (Noonu)",Guesthouse,3732.48
2020-11-01,R,"R. (Raa)",Resorts,1691259.99
2020-11-01,S,"S. (Addu)",Hotels,552.60
2020-11-01,Sh,"Sh. (Shaviyani)",Resorts,73314.90
2020-11-01,V,"V. (Vaavu)",Resorts,57692.16
2020-11-01,V,"V. (Vaavu)",Guesthouse,368.40
2020-12-01,AA,"AA. (Alif Alif)",Resorts,1592153.58
2020-12-01,AA,"AA. (Alif Alif)",Guesthouse,62217.78
2020-12-01,ADh,"ADh. (Alif Dhaal)",Resorts,1668737.70
2020-12-01,ADh,"ADh. (Alif Dhaal)",Hotels,45221.10
2020-12-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,17473.88
2020-12-01,B,"B. (Baa)",Resorts,2392553.60
2020-12-01,B,"B. (Baa)",Guesthouse,10413.12
2020-12-01,Dh,"Dh. (Dhaalu)",Resorts,1698877.22
2020-12-01,GA,"GA. (Gaafu Alif)",Resorts,332544.96
2020-12-01,GA,"GA. (Gaafu Alif)",Hotels,37625.76
2020-12-01,GA,"GA. (Gaafu Alif)",Guesthouse,1013.76
2020-12-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,353290.20
2020-12-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1426.62
2020-12-01,HA,"HA. (Haa Alif)",Resorts,75982.86
2020-12-01,HDh,"HDh. (Haa Dhaalu)",Hotels,19789.92
2020-12-01,K,"K. (Kaafu)",Resorts,8848448.22
2020-12-01,K,"K. (Kaafu)",Guesthouse,595440.63
2020-12-01,L,"L. (Laamu)",Resorts,163278.96
2020-12-01,L,"L. (Laamu)",Guesthouse,12541.92
2020-12-01,Lh,"Lh. (Lhaviyani)",Resorts,1216360.35
2020-12-01,M,"M. (Meemu)",Resorts,48352.50
2020-12-01,Male,"Malé City",Hotels,80502.48
2020-12-01,Male,"Malé City",Guesthouse,130879.80
2020-12-01,N,"N. (Noonu)",Resorts,2090277.48
2020-12-01,N,"N. (Noonu)",Guesthouse,1932.84
2020-12-01,R,"R. (Raa)",Resorts,2430311.12
2020-12-01,S,"S. (Addu)",Hotels,9117.90
2020-12-01,S,"S. (Addu)",Guesthouse,1795.95
2020-12-01,Sh,"Sh. (Shaviyani)",Resorts,99127.08
2020-12-01,Th,"Th. (Thaa)",Resorts,152367.48
2020-12-01,V,"V. (Vaavu)",Resorts,57537.36
2020-12-01,V,"V. (Vaavu)",Guesthouse,56908.80
2021-01-01,AA,"AA. (Alif Alif)",Resorts,3436905.42
2021-01-01,AA,"AA. (Alif Alif)",Guesthouse,139459.24
2021-01-01,ADh,"ADh. (Alif Dhaal)",Resorts,5427101.07
2021-01-01,ADh,"ADh. (Alif Dhaal)",Hotels,57466.80
2021-01-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,116281.76
2021-01-01,B,"B. (Baa)",Resorts,4585737.10
2021-01-01,B,"B. (Baa)",Hotels,386956.86
2021-01-01,B,"B. (Baa)",Guesthouse,139915.06
2021-01-01,Dh,"Dh. (Dhaalu)",Resorts,4503083.64
2021-01-01,GA,"GA. (Gaafu Alif)",Resorts,673505.28
2021-01-01,GA,"GA. (Gaafu Alif)",Hotels,149909.40
2021-01-01,GA,"GA. (Gaafu Alif)",Guesthouse,2486.70
2021-01-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,908544.60
2021-01-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1659.51
2021-01-01,HA,"HA. (Haa Alif)",Resorts,458076.42
2021-01-01,HA,"HA. (Haa Alif)",Guesthouse,368.64
