month,project_code,project_name,category,spatial_scope,atoll,island,join_key,amount_mvr,cumulative_project_mvr,unmapped_reason
2021-11-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,30500.0,30500.0,No valid atoll.island pattern found in project title.
2022-03-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,14980.0,45480.0,No valid atoll.island pattern found in project title.
2022-04-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,5300.0,50780.0,No valid atoll.island pattern found in project title.
2022-05-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,21746.85,72526.85,No valid atoll.island pattern found in project title.
2022-06-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,-3980.0,68546.85,No valid atoll.island pattern found in project title.
2022-07-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,-230.0,68316.85,No valid atoll.island pattern found in project title.
2022-11-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,183668.85,251985.7,No valid atoll.island pattern found in project title.
2022-12-01,P-ACT004-003,Rehabilitation of Coconut Industry In the Maldives,Environmental management,multi_location,R; M,ehabilitation of; aldives,R.ehabilitation of; M.aldives,320401.67,572387.37,No valid atoll.island pattern found in project title.
2020-05-01,P-DRG004-001,Estb.of a Drainage Systm -Maradoofeydhoo,Drainage and stormwater,multi_location,S; M,ystm; aradoofeydhoo,S.ystm; M.aradoofeydhoo,76667.54,76667.54,No valid atoll.island pattern found in project title.
2020-10-01,P-DRG004-001,Estb.of a Drainage Systm -Maradoofeydhoo,Drainage and stormwater,multi_location,S; M,ystm; aradoofeydhoo,S.ystm; M.aradoofeydhoo,57500.65,134168.19,No valid atoll.island pattern found in project title.
2025-02-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,58178.1,58178.1,No valid atoll.island pattern found in project title.
2025-03-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,107356.2,No valid atoll.island pattern found in project title.
2025-04-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,156534.3,No valid atoll.island pattern found in project title.
2025-05-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,205712.4,No valid atoll.island pattern found in project title.
2025-06-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,254890.5,No valid atoll.island pattern found in project title.
2025-07-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,304068.6,No valid atoll.island pattern found in project title.
2025-08-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,353246.7,No valid atoll.island pattern found in project title.
2025-09-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,402424.8,No valid atoll.island pattern found in project title.
2025-10-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49178.1,451602.9,No valid atoll.island pattern found in project title.
2025-11-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49177.44,500780.34,No valid atoll.island pattern found in project title.
2025-12-01,P-ENV006-001,South Ari Marine Park Management Project,Environmental management,multi_location,S; M; M,outh Ari; arine Park; anagement,S.outh Ari; M.arine Park; M.anagement,49177.59,549957.93,No valid atoll.island pattern found in project title.
2019-08-01,P-HTE122-002,Storm Water Development and Maintenance (Male') Phase 4,Drainage and stormwater,multi_location,S; M; M; K,torm; aintenance; ale'; Male,S.torm; M.aintenance; M.ale'; K.Male,354729.0,354729.0,No valid atoll.island pattern found in project title.
2019-09-01,P-HTE122-002,Storm Water Development and Maintenance (Male') Phase 4,Drainage and stormwater,multi_location,S; M; M; K,torm; aintenance; ale'; Male,S.torm; M.aintenance; M.ale'; K.Male,118243.0,472972.0,No valid atoll.island pattern found in project title.
2019-11-01,P-HTE122-002,Storm Water Development and Maintenance (Male') Phase 4,Drainage and stormwater,multi_location,S; M; M; K,torm; aintenance; ale'; Male,S.torm; M.aintenance; M.ale'; K.Male,118243.0,591215.0,No valid atoll.island pattern found in project title.
2019-12-01,P-HTE122-002,Storm Water Development and Maintenance (Male') Phase 4,Drainage and stormwater,multi_location,S; M; M; K,torm; aintenance; ale'; Male,S.torm; M.aintenance; M.ale'; K.Male,236486.0,827701.0,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,52500.0,52500.0,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,77849.23,130349.23,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,68500.0,198849.23,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,10760.0,209609.23,No valid atoll.island pattern found in project title.
2019-10-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,14750.25,224359.48,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,1771503.62,1995863.1,No valid atoll.island pattern found in project title.
2021-04-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,3045827.78,5041690.88,No valid atoll.island pattern found in project title.
2021-06-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,2100575.43,7142266.31,No valid atoll.island pattern found in project title.
2021-09-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,844882.44,7987148.75,No valid atoll.island pattern found in project title.
2022-01-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,11979.0,7999127.75,No valid atoll.island pattern found in project title.
2022-02-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,38006.0,8037133.75,No valid atoll.island pattern found in project title.
2022-06-01,P-MEE001-110,Estab. Water System (4 Islands) & Water Storage (25 Islands),Water supply,multi_location,S; S,ystem; torage,S.ystem; S.torage,30651.0,8067784.75,No valid atoll.island pattern found in project title.
2019-05-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,52853.16,52853.16,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,2426439.22,2479292.38,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,310815.61,2790107.99,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,1240669.08,4030777.07,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,22131147.18,26161924.25,No valid atoll.island pattern found in project title.
2019-10-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,2652860.63,28814784.88,No valid atoll.island pattern found in project title.
2019-11-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,126592.32,28941377.2,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,268834.49,29210211.69,No valid atoll.island pattern found in project title.
2020-01-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,92098.06,29302309.75,No valid atoll.island pattern found in project title.
2020-02-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,101190.14,29403499.89,No valid atoll.island pattern found in project title.
2020-03-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,95195.1,29498694.99,No valid atoll.island pattern found in project title.
2020-04-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,106741.1,29605436.09,No valid atoll.island pattern found in project title.
2020-05-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,94741.1,29700177.19,No valid atoll.island pattern found in project title.
2020-06-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,94741.1,29794918.29,No valid atoll.island pattern found in project title.
2020-07-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,94741.1,29889659.39,No valid atoll.island pattern found in project title.
2020-08-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,94741.1,29984400.49,No valid atoll.island pattern found in project title.
2020-09-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,94741.1,30079141.59,No valid atoll.island pattern found in project title.
2020-10-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,95237.18,30174378.77,No valid atoll.island pattern found in project title.
2020-11-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,94741.1,30269119.87,No valid atoll.island pattern found in project title.
2020-12-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,186325.1,30455444.97,No valid atoll.island pattern found in project title.
2021-01-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,83111.75,30538556.72,No valid atoll.island pattern found in project title.
2021-02-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,70226.64,30608783.36,No valid atoll.island pattern found in project title.
2021-03-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,301881.18,30910664.54,No valid atoll.island pattern found in project title.
2021-04-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,75174.3,30985838.84,No valid atoll.island pattern found in project title.
2021-05-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,74922.29,31060761.13,No valid atoll.island pattern found in project title.
2021-06-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,71392.2,31132153.33,No valid atoll.island pattern found in project title.
2021-07-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,71392.2,31203545.53,No valid atoll.island pattern found in project title.
2021-08-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,71160.98,31274706.51,No valid atoll.island pattern found in project title.
2021-09-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,70026.01,31344732.52,No valid atoll.island pattern found in project title.
2021-10-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,70403.7,31415136.22,No valid atoll.island pattern found in project title.
2021-11-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,69553.12,31484689.34,No valid atoll.island pattern found in project title.
2021-12-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,56053.94,31540743.28,No valid atoll.island pattern found in project title.
2022-01-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,41563.54,31582306.82,No valid atoll.island pattern found in project title.
2022-02-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,41429.28,31623736.1,No valid atoll.island pattern found in project title.
2022-03-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,47387.44,31671123.54,No valid atoll.island pattern found in project title.
2022-04-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,41021.2,31712144.74,No valid atoll.island pattern found in project title.
2022-05-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,35951.7,31748096.44,No valid atoll.island pattern found in project title.
2022-06-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20593.19,31768689.63,No valid atoll.island pattern found in project title.
2022-07-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20723.41,31789413.04,No valid atoll.island pattern found in project title.
2022-08-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20768.61,31810181.65,No valid atoll.island pattern found in project title.
2022-09-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20686.97,31830868.62,No valid atoll.island pattern found in project title.
2022-10-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20740.27,31851608.89,No valid atoll.island pattern found in project title.
2022-11-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20688.32,31872297.21,No valid atoll.island pattern found in project title.
2022-12-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20710.59,31893007.8,No valid atoll.island pattern found in project title.
2023-01-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20682.93,31913690.73,No valid atoll.island pattern found in project title.
2023-02-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20628.27,31934319.0,No valid atoll.island pattern found in project title.
2023-03-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,23617.48,31957936.48,No valid atoll.island pattern found in project title.
2023-04-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20748.37,31978684.85,No valid atoll.island pattern found in project title.
2023-05-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20795.6,31999480.45,No valid atoll.island pattern found in project title.
2023-06-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20695.07,32020175.52,No valid atoll.island pattern found in project title.
2023-07-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20668.09,32040843.61,No valid atoll.island pattern found in project title.
2023-08-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20662.68,32061506.29,No valid atoll.island pattern found in project title.
2023-09-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20753.1,32082259.39,No valid atoll.island pattern found in project title.
2023-10-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20755.12,32103014.51,No valid atoll.island pattern found in project title.
2023-11-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20786.15,32123800.66,No valid atoll.island pattern found in project title.
2023-12-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20749.72,32144550.38,No valid atoll.island pattern found in project title.
2024-01-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20795.6,32165345.98,No valid atoll.island pattern found in project title.
2024-02-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,1984066.38,34149412.36,No valid atoll.island pattern found in project title.
2024-03-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20787.24,34170199.6,No valid atoll.island pattern found in project title.
2024-04-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,41588.34,34211787.94,No valid atoll.island pattern found in project title.
2024-06-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20791.54,34232579.48,No valid atoll.island pattern found in project title.
2024-07-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,29193.72,34261773.2,No valid atoll.island pattern found in project title.
2024-08-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,30917.54,34292690.74,No valid atoll.island pattern found in project title.
2024-09-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20795.13,34313485.87,No valid atoll.island pattern found in project title.
2024-10-01,P-MEE001-111,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,20853.12,34334338.99,No valid atoll.island pattern found in project title.
2019-05-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,63853.47,63853.47,No valid atoll.island pattern found in project title.
2019-06-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,50764.4,114617.87,No valid atoll.island pattern found in project title.
2019-07-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,426951.29,541569.16,No valid atoll.island pattern found in project title.
2019-08-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,81825.12,623394.28,No valid atoll.island pattern found in project title.
2019-09-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,306912.39,930306.67,No valid atoll.island pattern found in project title.
2019-10-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,275501.6,1205808.27,No valid atoll.island pattern found in project title.
2019-12-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,4605.0,1210413.27,No valid atoll.island pattern found in project title.
2020-02-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,394917.75,1605331.02,No valid atoll.island pattern found in project title.
2020-03-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,4342.0,1609673.02,No valid atoll.island pattern found in project title.
2020-04-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,223218.0,1832891.02,No valid atoll.island pattern found in project title.
2020-05-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,2789611.62,4622502.64,No valid atoll.island pattern found in project title.
2020-07-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,158789.91,4781292.55,No valid atoll.island pattern found in project title.
2020-09-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,1796471.75,6577764.3,No valid atoll.island pattern found in project title.
2020-10-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,10718.91,6588483.21,No valid atoll.island pattern found in project title.
2020-11-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,7302.11,6595785.32,No valid atoll.island pattern found in project title.
2020-12-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,2282496.96,8878282.28,No valid atoll.island pattern found in project title.
2021-01-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,2196735.9,11075018.18,No valid atoll.island pattern found in project title.
2021-02-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,500.0,11075518.18,No valid atoll.island pattern found in project title.
2021-03-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,3653685.75,14729203.93,No valid atoll.island pattern found in project title.
2021-04-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,2359084.58,17088288.51,No valid atoll.island pattern found in project title.
2021-06-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,1535239.41,18623527.92,No valid atoll.island pattern found in project title.
2021-07-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,186031.37,18809559.29,No valid atoll.island pattern found in project title.
2021-08-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,4622958.37,23432517.66,No valid atoll.island pattern found in project title.
2021-10-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,1467032.42,24899550.08,No valid atoll.island pattern found in project title.
2021-11-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,5855996.91,30755546.99,No valid atoll.island pattern found in project title.
2021-12-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,9975755.26,40731302.25,No valid atoll.island pattern found in project title.
2022-01-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,18663.42,40749965.67,No valid atoll.island pattern found in project title.
2022-02-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,436869.1,41186834.77,No valid atoll.island pattern found in project title.
2022-03-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,1515255.85,42702090.62,No valid atoll.island pattern found in project title.
2022-04-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,3660210.17,46362300.79,No valid atoll.island pattern found in project title.
2022-06-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,77526.48,46439827.27,No valid atoll.island pattern found in project title.
2022-07-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,407269.19,46847096.46,No valid atoll.island pattern found in project title.
2022-08-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,700000.0,47547096.46,No valid atoll.island pattern found in project title.
2022-09-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,4364379.36,51911475.82,No valid atoll.island pattern found in project title.
2022-10-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,11550.0,51923025.82,No valid atoll.island pattern found in project title.
2022-11-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,24244.19,51947270.01,No valid atoll.island pattern found in project title.
2022-12-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,7560202.84,59507472.85,No valid atoll.island pattern found in project title.
2023-01-01,P-MEE001-112,Greater Male Environmental Improvement & Waste Management,Waste management,multi_location,M; M; K,ale Environmental; anagement; Male,M.ale Environmental; M.anagement; K.Male,33033.27,59540506.12,No valid atoll.island pattern found in project title.
