month,project_code,project_name,category,spatial_scope,atoll,island,join_key,amount_mvr,cumulative_project_mvr,unmapped_reason
2025-06-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,76525.1,391618.59,No valid atoll.island pattern found in project title.
2025-07-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,76519.91,468138.5,No valid atoll.island pattern found in project title.
2025-08-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,76513.69,544652.19,No valid atoll.island pattern found in project title.
2025-09-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,76470.82,621123.01,No valid atoll.island pattern found in project title.
2025-10-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,66491.14,687614.15,No valid atoll.island pattern found in project title.
2025-11-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,69288.67,756902.82,No valid atoll.island pattern found in project title.
2025-12-01,P-WST033-002,Irena Converting Waste to Energy,Waste management,national_or_unmatched,,,,70163.44,827066.26,No valid atoll.island pattern found in project title.
2022-02-01,P-OTH007-001,Estab. Air Quality Checking System,Environmental management,single_island,S,ystem,S.ystem,1475.69,1475.69,No valid atoll.island pattern found in project title.
2022-03-01,P-OTH007-001,Estab. Air Quality Checking System,Environmental management,single_island,S,ystem,S.ystem,155725.31,157201.0,No valid atoll.island pattern found in project title.
2022-03-01,P-MEE001-105,Accelr. Sustainable Pvt. Invmt. in Renewable Energy - ASPIRE,Energy and climate,multi_location,S; R,ustainable Pvt; enewable Energy,S.ustainable Pvt; R.enewable Energy,945000.0,945000.0,No valid atoll.island pattern found in project title.
2022-03-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,40089180.15,40089180.15,No valid atoll.island pattern found in project title.
2022-12-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,352707.51,40441887.66,No valid atoll.island pattern found in project title.
2023-01-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,5632.03,40447519.69,No valid atoll.island pattern found in project title.
2023-02-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,1263163.55,41710683.24,No valid atoll.island pattern found in project title.
2023-04-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,2831659.9,44542343.14,No valid atoll.island pattern found in project title.
2023-05-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,131727.42,44674070.56,No valid atoll.island pattern found in project title.
2023-06-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,6560.4,44680630.96,No valid atoll.island pattern found in project title.
2023-07-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,6322.2,44686953.16,No valid atoll.island pattern found in project title.
2023-08-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,24591062.11,69278015.27,No valid atoll.island pattern found in project title.
2023-09-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,677630.83,69955646.1,No valid atoll.island pattern found in project title.
2023-11-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,141030.94,70096677.04,No valid atoll.island pattern found in project title.
2023-12-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,166856.5,70263533.54,No valid atoll.island pattern found in project title.
2024-01-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,1008.61,70264542.15,No valid atoll.island pattern found in project title.
2024-02-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,14475029.33,84739571.48,No valid atoll.island pattern found in project title.
2024-04-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,321198.56,85060770.04,No valid atoll.island pattern found in project title.
2024-05-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,392625.74,85453395.78,No valid atoll.island pattern found in project title.
2024-06-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,46103488.15,131556883.93,No valid atoll.island pattern found in project title.
2024-07-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,18640.58,131575524.51,No valid atoll.island pattern found in project title.
2024-08-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,252707.54,131828232.05,No valid atoll.island pattern found in project title.
2024-10-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,-46276997.96,85551234.09,No valid atoll.island pattern found in project title.
2024-11-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,6796292.57,92347526.66,No valid atoll.island pattern found in project title.
2024-12-01,P-WST032-001,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,2515.0,92350041.66,No valid atoll.island pattern found in project title.
2025-03-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,2325.57,2325.57,No valid atoll.island pattern found in project title.
2025-06-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,1584.02,3909.59,No valid atoll.island pattern found in project title.
2025-07-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,2169.34,6078.93,No valid atoll.island pattern found in project title.
2025-08-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,109155.27,115234.2,No valid atoll.island pattern found in project title.
2025-09-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,376105.66,491339.86,No valid atoll.island pattern found in project title.
2025-11-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,652204.26,1143544.12,No valid atoll.island pattern found in project title.
2025-12-01,P-WST032-002,Greater Male Waste to Energy Project,Waste management,multi_location,M; K,ale; Male,M.ale; K.Male,85743.48,1229287.6,No valid atoll.island pattern found in project title.
2023-07-01,P-WST011-001,Zone 1 Regional Waste Management Project,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,7115679.73,7115679.73,No valid atoll.island pattern found in project title.
2023-11-01,P-WST011-001,Zone 1 Regional Waste Management Project,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,6988.0,7122667.73,No valid atoll.island pattern found in project title.
2024-11-01,P-WST011-001,Zone 1 Regional Waste Management Project,Waste management,multi_location,R; M,egional; anagement,R.egional; M.anagement,3000000.0,10122667.73,No valid atoll.island pattern found in project title.
2023-07-01,P-WST011-002,Upg. of Zone 1 Island Waste Management Centres,Waste management,multi_location,M,anagement Centres,M.anagement Centres,2496980.0,2496980.0,No valid atoll.island pattern found in project title.
2023-07-01,P-WST045-001,Estab. of WRMC - GA Kolamaafushi,Waste management,single_island,GA,Kolamaafushi,GA.Kolamaafushi,20000.0,20000.0,No valid atoll.island pattern found in project title.
2023-09-01,P-WST045-001,Estab. of WRMC - GA Kolamaafushi,Waste management,single_island,GA,Kolamaafushi,GA.Kolamaafushi,500000.0,520000.0,No valid atoll.island pattern found in project title.
2023-09-01,P-WST036-001,Estab. Systems For Bio-Treatment Of Org. Waste in Zone 2,Waste management,multi_location,S; B,ystems For; io-Treatment Of,S.ystems For; B.io-Treatment Of,2868000.0,2868000.0,No valid atoll.island pattern found in project title.
2023-10-01,P-WST036-001,Estab. Systems For Bio-Treatment Of Org. Waste in Zone 2,Waste management,multi_location,S; B,ystems For; io-Treatment Of,S.ystems For; B.io-Treatment Of,956000.0,3824000.0,No valid atoll.island pattern found in project title.
2023-09-01,P-WST038-001,Upgrading of Zone 3 outer Island waste management centers,Waste management,multi_location,M,anagement centers,M.anagement centers,1000000.0,1000000.0,No valid atoll.island pattern found in project title.
2025-06-01,P-WST087-001,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,1849.0,1849.0,No valid atoll.island pattern found in project title.
2025-07-01,P-WST087-001,Small Scale Waste to Energy Project,Waste management,single_island,S,mall Scale,S.mall Scale,3034.0,4883.0,No valid atoll.island pattern found in project title.
2025-02-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,23200.0,23200.0,No valid atoll.island pattern found in project title.
2025-03-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,24984.4,48184.4,No valid atoll.island pattern found in project title.
2025-04-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,10773.33,58957.73,No valid atoll.island pattern found in project title.
2025-07-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,419162.63,478120.36,No valid atoll.island pattern found in project title.
2025-08-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,6136737.23,6614857.59,No valid atoll.island pattern found in project title.
2025-09-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,87246.44,6702104.03,No valid atoll.island pattern found in project title.
2025-10-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,2826037.97,9528142.0,No valid atoll.island pattern found in project title.
2025-11-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,8176803.9,17704945.9,No valid atoll.island pattern found in project title.
2025-12-01,P-WST088-001,Greater Male ENVR. Imprv. & Waste Mgmt,Waste management,multi_location,M; M; K,ale ENVR; gmt; Male,M.ale ENVR; M.gmt; K.Male,12600147.92,30305093.82,No valid atoll.island pattern found in project title.
2025-10-01,P-WST089-001,Maldives Clean Environment Project,Waste management,multi_location,M,aldives Clean,M.aldives Clean,3147746.76,3147746.76,No valid atoll.island pattern found in project title.
2025-10-01,P-WST110-001,Upg. of Waste Management Infra Centre - Kulhudhuffushi City,Waste management,multi_location,M; K,anagement Infra; ulhudhuffushi,M.anagement Infra; K.ulhudhuffushi,1045185.31,1045185.31,No valid atoll.island pattern found in project title.
2025-12-01,P-WST272-129,Upgrade of Waste Management Infra Centre - Fuvahmulah City,Waste management,multi_location,M; F; Gn,anagement Infra; uvahmulah; Fuvahmulah,M.anagement Infra; F.uvahmulah; Gn.Fuvahmulah,1273924.11,1273924.11,No valid atoll.island pattern found in project title.
2023-12-01,P-WST035-001,Estab. Syst. For Bio-Treatment Of Orgnc. Waste Zones 4 & 5,Waste management,multi_location,S; F,yst; or Bio-Treatment,S.yst; F.or Bio-Treatment,4038585.0,4038585.0,No valid atoll.island pattern found in project title.
2024-02-01,P-WST035-001,Estab. Syst. For Bio-Treatment Of Orgnc. Waste Zones 4 & 5,Waste management,multi_location,S; F,yst; or Bio-Treatment,S.yst; F.or Bio-Treatment,-2631.0,4035954.0,No valid atoll.island pattern found in project title.
2024-05-01,P-WST035-001,Estab. Syst. For Bio-Treatment Of Orgnc. Waste Zones 4 & 5,Waste management,multi_location,S; F,yst; or Bio-Treatment,S.yst; F.or Bio-Treatment,773191.38,4809145.38,No valid atoll.island pattern found in project title.
2024-07-01,P-WST035-001,Estab. Syst. For Bio-Treatment Of Orgnc. Waste Zones 4 & 5,Waste management,multi_location,S; F,yst; or Bio-Treatment,S.yst; F.or Bio-Treatment,2515.0,4811660.38,No valid atoll.island pattern found in project title.
2024-12-01,P-WST035-001,Estab. Syst. For Bio-Treatment Of Orgnc. Waste Zones 4 & 5,Waste management,multi_location,S; F,yst; or Bio-Treatment,S.yst; F.or Bio-Treatment,-2515.0,4809145.38,No valid atoll.island pattern found in project title.
2024-01-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,32785.4,32785.4,No valid atoll.island pattern found in project title.
2024-02-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,49885.4,82670.8,No valid atoll.island pattern found in project title.
2024-03-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,85751.68,168422.48,No valid atoll.island pattern found in project title.
2024-04-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,110521.48,278943.96,No valid atoll.island pattern found in project title.
2024-05-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,4700.0,283643.96,No valid atoll.island pattern found in project title.
2024-06-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,51132.9,334776.86,No valid atoll.island pattern found in project title.
2024-07-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,49178.1,383954.96,No valid atoll.island pattern found in project title.
2024-08-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,49178.1,433133.06,No valid atoll.island pattern found in project title.
2024-09-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,68978.1,502111.16,No valid atoll.island pattern found in project title.
2024-10-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,62578.1,564689.26,No valid atoll.island pattern found in project title.
2024-11-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,66518.1,631207.36,No valid atoll.island pattern found in project title.
2024-12-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,68975.1,700182.46,No valid atoll.island pattern found in project title.
2025-01-01,P-ACT001-022,Southern Marine Park Management Project,Environmental management,multi_location,S; M,outhern Marine; anagement,S.outhern Marine; M.anagement,49178.1,749360.56,No valid atoll.island pattern found in project title.
2024-04-01,P-OTH006-001,Estab. Ambient Air Quality Monitoring Station - Male,Environmental management,multi_location,M; M; K,onitoring Station; ale; Male,M.onitoring Station; M.ale; K.Male,53709.65,53709.65,No valid atoll.island pattern found in project title.
2024-10-01,P-OTH006-001,Estab. Ambient Air Quality Monitoring Station - Male,Environmental management,multi_location,M; M; K,onitoring Station; ale; Male,M.onitoring Station; M.ale; K.Male,1189.29,54898.94,No valid atoll.island pattern found in project title.
2024-07-01,P-CPT048-001,Building Climate Resilient Safer Islands,Coastal protection,multi_location,B; R,uilding Climate; esilient Safer,B.uilding Climate; R.esilient Safer,15000.0,15000.0,No valid atoll.island pattern found in project title.
2024-08-01,P-CPT048-001,Building Climate Resilient Safer Islands,Coastal protection,multi_location,B; R,uilding Climate; esilient Safer,B.uilding Climate; R.esilient Safer,39595.32,54595.32,No valid atoll.island pattern found in project title.
2024-09-01,P-CPT048-001,Building Climate Resilient Safer Islands,Coastal protection,multi_location,B; R,uilding Climate; esilient Safer,B.uilding Climate; R.esilient Safer,1440.0,56035.32,No valid atoll.island pattern found in project title.
2024-10-01,P-CPT048-001,Building Climate Resilient Safer Islands,Coastal protection,multi_location,B; R,uilding Climate; esilient Safer,B.uilding Climate; R.esilient Safer,108162.0,164197.32,No valid atoll.island pattern found in project title.
2024-12-01,P-CPT048-001,Building Climate Resilient Safer Islands,Coastal protection,multi_location,B; R,uilding Climate; esilient Safer,B.uilding Climate; R.esilient Safer,87958.51,252155.83,No valid atoll.island pattern found in project title.
2024-10-01,P-WST033-001,Arena converting waste to energy,Waste management,national_or_unmatched,,,,78574.2,78574.2,No valid atoll.island pattern found in project title.
2024-11-01,P-WST033-001,Arena converting waste to energy,Waste management,national_or_unmatched,,,,76520.11,155094.31,No valid atoll.island pattern found in project title.
2024-12-01,P-WST033-001,Arena converting waste to energy,Waste management,national_or_unmatched,,,,76512.34,231606.65,No valid atoll.island pattern found in project title.
2025-01-01,P-WST033-001,Arena converting waste to energy,Waste management,national_or_unmatched,,,,76522.3,308128.95,No valid atoll.island pattern found in project title.
2023-01-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,1000000.0,1000000.0,No valid atoll.island pattern found in project title.
2023-07-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,29733343.0,30733343.0,No valid atoll.island pattern found in project title.
2023-08-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,944859.0,31678202.0,No valid atoll.island pattern found in project title.
2023-09-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,3777209.0,35455411.0,No valid atoll.island pattern found in project title.
2023-11-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,2180000.0,37635411.0,No valid atoll.island pattern found in project title.
2023-12-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,225760.62,37861171.62,No valid atoll.island pattern found in project title.
2024-03-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,500000.0,38361171.62,No valid atoll.island pattern found in project title.
2024-05-01,Z-ZZZZZZ-ZZZ,Other Activities,Other / multi-sector,national_or_unmatched,,,,500000.0,38861171.62,No valid atoll.island pattern found in project title.
