month,atoll_code,atoll_label,establishment_type,usd_amount,mvr_amount
2020-12-01,Male,"Malé City",Guesthouse,8543.00,130879.80
2020-12-01,N,"N. (Noonu)",Resorts,136128.00,2090277.48
2020-12-01,N,"N. (Noonu)",Guesthouse,126.00,1932.84
2020-12-01,R,"R. (Raa)",Resorts,158438.00,2430311.12
2020-12-01,S,"S. (Addu)",Hotels,594.00,9117.90
2020-12-01,S,"S. (Addu)",Guesthouse,117.00,1795.95
2020-12-01,Sh,"Sh. (Shaviyani)",Resorts,6462.00,99127.08
2020-12-01,Th,"Th. (Thaa)",Resorts,9978.00,152367.48
2020-12-01,V,"V. (Vaavu)",Resorts,3768.00,57537.36
2020-12-01,V,"V. (Vaavu)",Guesthouse,3705.00,56908.80
2021-01-01,AA,"AA. (Alif Alif)",Resorts,223932.00,3436905.42
2021-01-01,AA,"AA. (Alif Alif)",Guesthouse,9078.00,139459.24
2021-01-01,ADh,"ADh. (Alif Dhaal)",Resorts,354304.00,5427101.07
2021-01-01,ADh,"ADh. (Alif Dhaal)",Hotels,3756.00,57466.80
2021-01-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,7575.00,116281.76
2021-01-01,B,"B. (Baa)",Resorts,299030.00,4585737.10
2021-01-01,B,"B. (Baa)",Hotels,25182.00,386956.86
2021-01-01,B,"B. (Baa)",Guesthouse,9125.00,139915.06
2021-01-01,Dh,"Dh. (Dhaalu)",Resorts,293644.00,4503083.64
2021-01-01,GA,"GA. (Gaafu Alif)",Resorts,43848.00,673505.28
2021-01-01,GA,"GA. (Gaafu Alif)",Hotels,9798.00,149909.40
2021-01-01,GA,"GA. (Gaafu Alif)",Guesthouse,162.00,2486.70
2021-01-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,59382.00,908544.60
2021-01-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,108.00,1659.51
2021-01-01,HA,"HA. (Haa Alif)",Resorts,29922.00,458076.42
2021-01-01,HA,"HA. (Haa Alif)",Guesthouse,24.00,368.64
2021-01-01,HDh,"HDh. (Haa Dhaalu)",Hotels,2640.00,40418.40
2021-01-01,K,"K. (Kaafu)",Resorts,1252386.60,19203890.09
2021-01-01,K,"K. (Kaafu)",Guesthouse,39558.00,605648.69
2021-01-01,L,"L. (Laamu)",Resorts,26826.00,411510.84
2021-01-01,Lh,"Lh. (Lhaviyani)",Resorts,236415.20,3626314.62
2021-01-01,Lh,"Lh. (Lhaviyani)",Guesthouse,18.00,276.48
2021-01-01,M,"M. (Meemu)",Resorts,16590.00,254490.60
2021-01-01,Male,"Malé City",Hotels,14718.00,225795.78
2021-01-01,Male,"Malé City",Guesthouse,13210.00,202796.45
2021-01-01,N,"N. (Noonu)",Resorts,235928.00,3616670.01
2021-01-01,N,"N. (Noonu)",Guesthouse,633.00,9684.90
2021-01-01,R,"R. (Raa)",Resorts,377493.00,5787051.59
2021-01-01,S,"S. (Addu)",Resorts,6708.00,102900.72
2021-01-01,S,"S. (Addu)",Hotels,5640.00,86517.60
2021-01-01,S,"S. (Addu)",Guesthouse,366.00,5609.25
2021-01-01,Sh,"Sh. (Shaviyani)",Resorts,24846.00,381137.64
2021-01-01,Th,"Th. (Thaa)",Resorts,15096.00,230968.80
2021-01-01,Th,"Th. (Thaa)",Guesthouse,18.00,275.22
2021-01-01,V,"V. (Vaavu)",Resorts,23316.00,357484.08
2021-01-01,V,"V. (Vaavu)",Guesthouse,4905.00,75320.52
2021-02-01,AA,"AA. (Alif Alif)",Resorts,262398.00,4018372.08
2021-02-01,AA,"AA. (Alif Alif)",Guesthouse,7637.00,117134.98
2021-02-01,ADh,"ADh. (Alif Dhaal)",Resorts,367032.00,5617817.30
2021-02-01,ADh,"ADh. (Alif Dhaal)",Hotels,5010.00,76552.80
2021-02-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,6130.00,93925.35
2021-02-01,B,"B. (Baa)",Resorts,303512.00,4658226.17
2021-02-01,B,"B. (Baa)",Hotels,16134.00,246527.52
2021-02-01,B,"B. (Baa)",Guesthouse,7739.00,118443.11
2021-02-01,Dh,"Dh. (Dhaalu)",Resorts,361180.00,5544381.28
2021-02-01,GA,"GA. (Gaafu Alif)",Resorts,68664.00,1053551.34
2021-02-01,GA,"GA. (Gaafu Alif)",Hotels,16152.00,248094.72
2021-02-01,GA,"GA. (Gaafu Alif)",Guesthouse,189.00,2899.26
2021-02-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,44610.00,685209.60
2021-02-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,303.00,4650.99
2021-02-01,HA,"HA. (Haa Alif)",Resorts,36708.00,562733.64
2021-02-01,HDh,"HDh. (Haa Dhaalu)",Hotels,5208.00,79838.64
2021-02-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,123.00,1889.28
2021-02-01,K,"K. (Kaafu)",Resorts,1464474.50,22441776.10
2021-02-01,K,"K. (Kaafu)",Guesthouse,37348.00,573085.16
2021-02-01,L,"L. (Laamu)",Resorts,26592.00,407921.28
2021-02-01,L,"L. (Laamu)",Guesthouse,213.00,3273.03
2021-02-01,Lh,"Lh. (Lhaviyani)",Resorts,206124.00,3154662.54
2021-02-01,M,"M. (Meemu)",Resorts,12642.00,193169.76
2021-02-01,Male,"Malé City",Hotels,10602.00,162114.54
2021-02-01,Male,"Malé City",Guesthouse,13545.00,207367.26
2021-02-01,N,"N. (Noonu)",Resorts,268698.00,4117335.30
2021-02-01,N,"N. (Noonu)",Guesthouse,825.00,12655.50
2021-02-01,R,"R. (Raa)",Resorts,435180.00,6674952.18
2021-02-01,S,"S. (Addu)",Hotels,8538.00,130460.64
2021-02-01,S,"S. (Addu)",Guesthouse,744.00,11372.82
2021-02-01,Sh,"Sh. (Shaviyani)",Resorts,34602.00,529096.80
2021-02-01,Th,"Th. (Thaa)",Resorts,18834.00,289101.90
2021-02-01,Th,"Th. (Thaa)",Guesthouse,291.00,4469.76
2021-02-01,V,"V. (Vaavu)",Resorts,38286.00,585010.08
2021-02-01,V,"V. (Vaavu)",Guesthouse,2364.00,36239.43
2021-03-01,AA,"AA. (Alif Alif)",Resorts,194238.00,2973073.80
2021-03-01,AA,"AA. (Alif Alif)",Guesthouse,21271.00,326021.14
2021-03-01,ADh,"ADh. (Alif Dhaal)",Resorts,1196984.00,18332702.98
2021-03-01,ADh,"ADh. (Alif Dhaal)",Hotels,11358.00,174345.30
2021-03-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,10000.00,153216.15
2021-03-01,B,"B. (Baa)",Resorts,609145.00,9325711.35
2021-03-01,B,"B. (Baa)",Hotels,15264.00,233539.20
2021-03-01,B,"B. (Baa)",Guesthouse,6983.00,106856.51
2021-03-01,Dh,"Dh. (Dhaalu)",Resorts,373114.00,5716552.62
2021-03-01,GA,"GA. (Gaafu Alif)",Resorts,119868.00,1832412.66
2021-03-01,GA,"GA. (Gaafu Alif)",Hotels,14820.00,227338.80
2021-03-01,GA,"GA. (Gaafu Alif)",Guesthouse,114.00,1751.04
2021-03-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,116496.00,1787237.70
2021-03-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1041.00,15917.19
2021-03-01,HA,"HA. (Haa Alif)",Resorts,33546.00,513328.02
2021-03-01,HA,"HA. (Haa Alif)",Guesthouse,291.00,4456.29
2021-03-01,HDh,"HDh. (Haa Dhaalu)",Hotels,3516.00,54005.76
2021-03-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,492.00,7551.81
2021-03-01,K,"K. (Kaafu)",Resorts,2061740.00,31562748.40
2021-03-01,K,"K. (Kaafu)",Guesthouse,46833.00,718169.27
2021-03-01,L,"L. (Laamu)",Resorts,21492.00,328612.68
2021-03-01,L,"L. (Laamu)",Guesthouse,1329.00,20253.96
2021-03-01,Lh,"Lh. (Lhaviyani)",Resorts,284154.00,4347992.34
2021-03-01,M,"M. (Meemu)",Resorts,5754.00,87978.66
2021-03-01,Male,"Malé City",Hotels,20130.00,308457.42
2021-03-01,Male,"Malé City",Guesthouse,20464.00,313476.38
2021-03-01,N,"N. (Noonu)",Resorts,230644.00,3527293.84
2021-03-01,N,"N. (Noonu)",Guesthouse,444.00,6815.40
2021-03-01,R,"R. (Raa)",Resorts,460405.00,7045043.09
2021-03-01,S,"S. (Addu)",Resorts,36144.00,553774.32
2021-03-01,S,"S. (Addu)",Hotels,6762.00,103390.98
2021-03-01,S,"S. (Addu)",Guesthouse,1046.00,16019.08
2021-03-01,Sh,"Sh. (Shaviyani)",Resorts,48906.00,748779.72
2021-03-01,Th,"Th. (Thaa)",Resorts,10722.00,163617.72
2021-03-01,Th,"Th. (Thaa)",Guesthouse,18.00,275.22
2021-03-01,V,"V. (Vaavu)",Resorts,36474.00,557687.46
2021-03-01,V,"V. (Vaavu)",Guesthouse,3900.00,59711.49
2021-04-01,AA,"AA. (Alif Alif)",Resorts,255756.00,3915904.92
2021-04-01,AA,"AA. (Alif Alif)",Guesthouse,16071.00,246082.65
2021-04-01,ADh,"ADh. (Alif Dhaal)",Resorts,423354.00,6472654.38
2021-04-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,7286.00,111598.31
2021-04-01,B,"B. (Baa)",Resorts,361899.00,5536174.68
2021-04-01,B,"B. (Baa)",Hotels,21426.00,328032.06
2021-04-01,B,"B. (Baa)",Guesthouse,11823.00,180910.77
2021-04-01,Dh,"Dh. (Dhaalu)",Resorts,348918.00,5339939.76
2021-04-01,GA,"GA. (Gaafu Alif)",Resorts,81696.00,1250309.04
2021-04-01,GA,"GA. (Gaafu Alif)",Hotels,12642.00,193928.28
2021-04-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,94836.00,1452389.04
2021-04-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1245.00,19003.50
2021-04-01,HA,"HA. (Haa Alif)",Resorts,45192.00,689072.58
2021-04-01,HDh,"HDh. (Haa Dhaalu)",Hotels,3036.00,46268.64
2021-04-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,213.00,3265.29
2021-04-01,K,"K. (Kaafu)",Resorts,1595242.00,24400088.04
2021-04-01,K,"K. (Kaafu)",Guesthouse,39147.00,599557.37
2021-04-01,L,"L. (Laamu)",Resorts,20442.00,312558.18
2021-04-01,L,"L. (Laamu)",Guesthouse,150.00,2286.00
2021-04-01,Lh,"Lh. (Lhaviyani)",Resorts,499308.00,7636006.92
2021-04-01,M,"M. (Meemu)",Resorts,8094.00,123352.56
2021-04-01,Male,"Malé City",Hotels,15048.00,229913.28
2021-04-01,Male,"Malé City",Guesthouse,20058.00,307361.37
2021-04-01,N,"N. (Noonu)",Resorts,225828.00,3457559.22
2021-04-01,N,"N. (Noonu)",Guesthouse,174.00,2660.46
2021-04-01,R,"R. (Raa)",Resorts,367068.00,5614527.24
2021-04-01,S,"S. (Addu)",Resorts,19020.00,289864.80
2021-04-01,S,"S. (Addu)",Hotels,7470.00,114216.30
2021-04-01,S,"S. (Addu)",Guesthouse,757.00,11586.62
2021-04-01,Sh,"Sh. (Shaviyani)",Resorts,56922.00,868763.64
2021-04-01,Th,"Th. (Thaa)",Resorts,11880.00,182239.20
2021-04-01,Th,"Th. (Thaa)",Guesthouse,81.00,1234.44
2021-04-01,V,"V. (Vaavu)",Resorts,33552.00,513143.28
2021-04-01,V,"V. (Vaavu)",Guesthouse,2970.00,45414.03
2021-05-01,AA,"AA. (Alif Alif)",Resorts,208722.00,3199575.18
2021-05-01,AA,"AA. (Alif Alif)",Guesthouse,10593.00,162229.53
2021-05-01,ADh,"ADh. (Alif Dhaal)",Resorts,230856.00,3530092.80
2021-05-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,10008.00,153191.97
2021-05-01,B,"B. (Baa)",Resorts,255768.00,3916693.54
2021-05-01,B,"B. (Baa)",Guesthouse,1809.00,27732.06
2021-05-01,Dh,"Dh. (Dhaalu)",Resorts,264564.00,4047984.54
2021-05-01,GA,"GA. (Gaafu Alif)",Resorts,77082.00,1178773.08
2021-05-01,GA,"GA. (Gaafu Alif)",Hotels,7422.00,113482.38
2021-05-01,GA,"GA. (Gaafu Alif)",Guesthouse,165.00,2531.10
2021-05-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,40170.00,616207.80
2021-05-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,975.00,14946.75
2021-05-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,459.00,7049.22
2021-05-01,HA,"HA. (Haa Alif)",Resorts,27312.00,417806.52
2021-05-01,HDh,"HDh. (Haa Dhaalu)",Hotels,6906.00,105730.86
2021-05-01,K,"K. (Kaafu)",Resorts,1349430.00,20656261.56
2021-05-01,K,"K. (Kaafu)",Guesthouse,22609.00,346135.59
2021-05-01,L,"L. (Laamu)",Resorts,22734.00,349194.24
2021-05-01,Lh,"Lh. (Lhaviyani)",Resorts,263250.00,4023688.32
2021-05-01,M,"M. (Meemu)",Resorts,9180.00,140821.20
2021-05-01,Male,"Malé City",Hotels,10644.00,162889.86
2021-05-01,Male,"Malé City",Guesthouse,19392.00,296296.65
2021-05-01,N,"N. (Noonu)",Resorts,161574.00,2477170.20
2021-05-01,N,"N. (Noonu)",Guesthouse,363.00,5575.68
2021-05-01,R,"R. (Raa)",Resorts,320100.00,4896756.60
2021-05-01,S,"S. (Addu)",Resorts,12414.00,190430.76
2021-05-01,Sh,"Sh. (Shaviyani)",Resorts,17652.00,269193.00
2021-05-01,Th,"Th. (Thaa)",Resorts,11880.00,182476.80
2021-05-01,Th,"Th. (Thaa)",Guesthouse,12.00,183.00
2021-05-01,V,"V. (Vaavu)",Resorts,24042.00,367598.82
2021-05-01,V,"V. (Vaavu)",Guesthouse,3570.00,54575.49
2021-06-01,AA,"AA. (Alif Alif)",Resorts,331350.00,5071224.54
2021-06-01,AA,"AA. (Alif Alif)",Guesthouse,10048.00,154034.61
2021-06-01,ADh,"ADh. (Alif Dhaal)",Resorts,510096.00,7804275.06
2021-06-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,2790.00,42734.64
2021-06-01,B,"B. (Baa)",Resorts,321672.00,4922465.88
2021-06-01,B,"B. (Baa)",Hotels,25668.00,392846.94
2021-06-01,B,"B. (Baa)",Guesthouse,7581.00,116081.97
2021-06-01,Dh,"Dh. (Dhaalu)",Resorts,214818.00,3290858.88
2021-06-01,GA,"GA. (Gaafu Alif)",Resorts,58818.00,899992.92
2021-06-01,GA,"GA. (Gaafu Alif)",Hotels,5850.00,89446.50
2021-06-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,56592.00,868394.64
2021-06-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,768.00,11762.76
2021-06-01,HA,"HA. (Haa Alif)",Resorts,27756.00,425589.24
2021-06-01,HDh,"HDh. (Haa Dhaalu)",Resorts,198.00,3037.32
2021-06-01,HDh,"HDh. (Haa Dhaalu)",Hotels,6402.00,98206.68
2021-06-01,K,"K. (Kaafu)",Resorts,1360530.00,20824749.06
2021-06-01,K,"K. (Kaafu)",Guesthouse,18942.00,290334.66
2021-06-01,L,"L. (Laamu)",Resorts,18672.00,285494.88
2021-06-01,Lh,"Lh. (Lhaviyani)",Resorts,179442.00,2749221.42
2021-06-01,M,"M. (Meemu)",Resorts,12936.00,198438.24
2021-06-01,Male,"Malé City",Hotels,11178.00,171158.04
2021-06-01,Male,"Malé City",Guesthouse,24836.00,380043.84
2021-06-01,N,"N. (Noonu)",Resorts,189054.00,2894199.24
2021-06-01,N,"N. (Noonu)",Guesthouse,594.00,9116.28
2021-06-01,R,"R. (Raa)",Resorts,355554.00,5439076.44
2021-06-01,S,"S. (Addu)",Resorts,6228.00,95101.56
2021-06-01,S,"S. (Addu)",Hotels,8610.00,131721.66
2021-06-01,Sh,"Sh. (Shaviyani)",Resorts,37362.00,570281.40
2021-06-01,Th,"Th. (Thaa)",Resorts,11646.00,178235.58
2021-06-01,V,"V. (Vaavu)",Resorts,26022.00,397826.22
2021-06-01,V,"V. (Vaavu)",Guesthouse,5324.00,81490.27
2021-07-01,AA,"AA. (Alif Alif)",Resorts,98556.00,1512506.34
2021-07-01,AA,"AA. (Alif Alif)",Guesthouse,5578.00,85622.06
2021-07-01,ADh,"ADh. (Alif Dhaal)",Resorts,131641.00,2020042.63
2021-07-01,ADh,"ADh. (Alif Dhaal)",Hotels,1073.00,16438.36
2021-07-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,1062.00,16291.68
2021-07-01,B,"B. (Baa)",Resorts,141611.00,2166703.51
2021-07-01,B,"B. (Baa)",Guesthouse,2796.00,42919.56
2021-07-01,Dh,"Dh. (Dhaalu)",Resorts,158917.00,2441642.40
2021-07-01,GA,"GA. (Gaafu Alif)",Resorts,35994.00,552523.92
2021-07-01,GA,"GA. (Gaafu Alif)",Guesthouse,156.00,2392.80
2021-07-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,65562.00,1005126.72
2021-07-01,Gn,"Gn. (Fuvahmulah)",Hotels,5124.00,78755.88
2021-07-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,249.00,3823.86
2021-07-01,HA,"HA. (Haa Alif)",Resorts,26850.00,410268.00
2021-07-01,HA,"HA. (Haa Alif)",Guesthouse,288.00,4420.80
2021-07-01,HDh,"HDh. (Haa Dhaalu)",Hotels,1530.00,23516.10
2021-07-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,570.00,8749.50
2021-07-01,K,"K. (Kaafu)",Resorts,672692.00,10314785.57
2021-07-01,K,"K. (Kaafu)",Guesthouse,11719.00,179836.68
2021-07-01,L,"L. (Laamu)",Guesthouse,1260.00,19341.00
2021-07-01,Lh,"Lh. (Lhaviyani)",Resorts,124494.00,1909028.40
2021-07-01,M,"M. (Meemu)",Resorts,5550.00,85303.50
2021-07-01,Male,"Malé City",Hotels,7002.00,107514.00
2021-07-01,Male,"Malé City",Guesthouse,6774.00,104029.36
2021-07-01,N,"N. (Noonu)",Resorts,100938.00,1550707.50
2021-07-01,N,"N. (Noonu)",Guesthouse,1551.00,23785.68
2021-07-01,R,"R. (Raa)",Resorts,176570.00,2710456.74
2021-07-01,S,"S. (Addu)",Guesthouse,39.00,591.63
2021-07-01,Sh,"Sh. (Shaviyani)",Resorts,8736.00,134272.32
2021-07-01,Th,"Th. (Thaa)",Resorts,2220.00,33966.00
2021-07-01,V,"V. (Vaavu)",Resorts,17088.00,262642.56
2021-07-01,V,"V. (Vaavu)",Guesthouse,444.00,6804.03
2021-08-01,AA,"AA. (Alif Alif)",Resorts,340212.00,5210620.44
2021-08-01,AA,"AA. (Alif Alif)",Guesthouse,14009.00,214555.11
2021-08-01,ADh,"ADh. (Alif Dhaal)",Resorts,665862.00,10207289.46
2021-08-01,ADh,"ADh. (Alif Dhaal)",Hotels,23265.00,356277.54
2021-08-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,6894.00,105589.71
2021-08-01,B,"B. (Baa)",Resorts,381011.00,5830590.85
2021-08-01,B,"B. (Baa)",Hotels,10086.00,154820.10
2021-08-01,B,"B. (Baa)",Guesthouse,9129.00,139983.60
2021-08-01,Dh,"Dh. (Dhaalu)",Resorts,301922.00,4623403.08
2021-08-01,GA,"GA. (Gaafu Alif)",Resorts,65172.00,995878.50
2021-08-01,GA,"GA. (Gaafu Alif)",Hotels,9408.00,144130.56
2021-08-01,GA,"GA. (Gaafu Alif)",Guesthouse,186.00,2850.66
2021-08-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,68262.00,1043708.10
2021-08-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,249.00,3822.15
2021-08-01,HA,"HA. (Haa Alif)",Resorts,41400.00,631721.64
2021-08-01,HA,"HA. (Haa Alif)",Guesthouse,390.00,5967.00
2021-08-01,HDh,"HDh. (Haa Dhaalu)",Hotels,3198.00,48705.54
2021-08-01,K,"K. (Kaafu)",Resorts,1898732.40,29077243.98
2021-08-01,K,"K. (Kaafu)",Guesthouse,39471.00,604541.27
2021-08-01,L,"L. (Laamu)",Resorts,31578.00,482867.22
2021-08-01,L,"L. (Laamu)",Guesthouse,750.00,11475.00
2021-08-01,Lh,"Lh. (Lhaviyani)",Resorts,221004.00,3384968.82
2021-08-01,M,"M. (Meemu)",Resorts,12864.00,196947.84
2021-08-01,Male,"Malé City",Hotels,10236.00,156720.42
2021-08-01,Male,"Malé City",Guesthouse,23376.00,357938.10
2021-08-01,N,"N. (Noonu)",Resorts,152532.00,2333922.24
2021-08-01,N,"N. (Noonu)",Guesthouse,378.00,5806.08
2021-08-01,R,"R. (Raa)",Resorts,426309.00,6524347.35
2021-08-01,S,"S. (Addu)",Resorts,17886.00,273288.66
2021-08-01,S,"S. (Addu)",Hotels,9312.00,142708.92
2021-08-01,S,"S. (Addu)",Guesthouse,345.00,5290.29
2021-08-01,Sh,"Sh. (Shaviyani)",Resorts,42528.00,650586.72
2021-08-01,Th,"Th. (Thaa)",Resorts,5766.00,88508.10
2021-08-01,Th,"Th. (Thaa)",Guesthouse,396.00,6068.91
2021-08-01,V,"V. (Vaavu)",Resorts,49974.00,765151.44
2021-08-01,V,"V. (Vaavu)",Guesthouse,2970.00,45482.91
2021-09-01,AA,"AA. (Alif Alif)",Resorts,319080.00,4892771.88
2021-09-01,AA,"AA. (Alif Alif)",Guesthouse,18686.00,286528.62
2021-09-01,ADh,"ADh. (Alif Dhaal)",Resorts,470490.00,7223242.44
2021-09-01,ADh,"ADh. (Alif Dhaal)",Hotels,9736.00,149058.16
2021-09-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,15624.00,239513.37
2021-09-01,B,"B. (Baa)",Resorts,301650.00,4622808.75
2021-09-01,B,"B. (Baa)",Guesthouse,8671.00,133011.92
2021-09-01,Dh,"Dh. (Dhaalu)",Resorts,244092.00,3746732.04
2021-09-01,Dh,"Dh. (Dhaalu)",Guesthouse,288.00,4415.04
2021-09-01,GA,"GA. (Gaafu Alif)",Resorts,100998.00,1547049.30
2021-09-01,GA,"GA. (Gaafu Alif)",Hotels,20010.00,307553.70
2021-09-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,81108.00,1244196.72
2021-09-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,645.00,9890.52
2021-09-01,HA,"HA. (Haa Alif)",Resorts,38316.00,587965.68
2021-09-01,HA,"HA. (Haa Alif)",Guesthouse,162.00,2485.08
2021-09-01,HDh,"HDh. (Haa Dhaalu)",Hotels,10800.00,165672.00
2021-09-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,2052.00,31482.54
2021-09-01,K,"K. (Kaafu)",Resorts,1659773.00,25464638.73
2021-09-01,K,"K. (Kaafu)",Guesthouse,119782.00,1837123.25
2021-09-01,L,"L. (Laamu)",Resorts,27078.00,415376.52
2021-09-01,Lh,"Lh. (Lhaviyani)",Resorts,279570.00,4283857.26
2021-09-01,M,"M. (Meemu)",Resorts,26832.00,411602.88
2021-09-01,Male,"Malé City",Hotels,49684.00,762558.46
2021-09-01,Male,"Malé City",Guesthouse,45963.00,705367.39
2021-09-01,N,"N. (Noonu)",Resorts,111966.00,1717891.98
2021-09-01,N,"N. (Noonu)",Guesthouse,1881.00,28873.17
2021-09-01,R,"R. (Raa)",Resorts,448002.00,6874929.36
2021-09-01,S,"S. (Addu)",Resorts,37764.00,580432.68
2021-09-01,S,"S. (Addu)",Hotels,18084.00,277227.72
2021-09-01,S,"S. (Addu)",Guesthouse,3636.00,55787.46
2021-09-01,Sh,"Sh. (Shaviyani)",Resorts,39402.00,605169.36
2021-09-01,Sh,"Sh. (Shaviyani)",Guesthouse,504.00,7736.40
2021-09-01,Th,"Th. (Thaa)",Resorts,10002.00,153430.68
2021-09-01,Th,"Th. (Thaa)",Guesthouse,1083.00,16625.91
2021-09-01,V,"V. (Vaavu)",Resorts,82506.00,1265642.04
2021-09-01,V,"V. (Vaavu)",Guesthouse,14454.00,221729.73
2021-10-01,AA,"AA. (Alif Alif)",Resorts,259800.00,3985812.96
2021-10-01,AA,"AA. (Alif Alif)",Guesthouse,15303.00,234518.01
2021-10-01,ADh,"ADh. (Alif Dhaal)",Resorts,339672.00,5202923.34
2021-10-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,13433.00,206182.93
2021-10-01,B,"B. (Baa)",Resorts,227697.00,3490874.11
2021-10-01,B,"B. (Baa)",Guesthouse,5557.00,85322.03
2021-10-01,Dh,"Dh. (Dhaalu)",Resorts,176469.00,2704559.02
2021-10-01,Dh,"Dh. (Dhaalu)",Guesthouse,765.00,11735.10
2021-10-01,F,"F. (Faafu)",Guesthouse,378.00,5806.08
2021-10-01,GA,"GA. (Gaafu Alif)",Resorts,103032.00,1582075.68
2021-10-01,GA,"GA. (Gaafu Alif)",Hotels,15786.00,242472.96
2021-10-01,GDh,"GDh. (Gaafu Dhaalu)",Resorts,62174.00,952472.66
2021-10-01,GDh,"GDh. (Gaafu Dhaalu)",Guesthouse,633.00,9716.55
2021-10-01,Gn,"Gn. (Fuvahmulah)",Guesthouse,1650.00,25330.26
2021-10-01,HA,"HA. (Haa Alif)",Resorts,15678.00,240050.88
2021-10-01,HA,"HA. (Haa Alif)",Guesthouse,1956.00,30009.75
2021-10-01,HDh,"HDh. (Haa Dhaalu)",Resorts,13704.00,209945.28
2021-10-01,HDh,"HDh. (Haa Dhaalu)",Hotels,11178.00,171135.18
2021-10-01,HDh,"HDh. (Haa Dhaalu)",Guesthouse,444.00,6789.36
2021-10-01,K,"K. (Kaafu)",Resorts,1388321.00,21293508.61
2021-10-01,K,"K. (Kaafu)",Guesthouse,73545.00,1128659.30
2021-10-01,L,"L. (Laamu)",Resorts,14580.00,222928.20
2021-10-01,Lh,"Lh. (Lhaviyani)",Resorts,204930.00,3143729.76
2021-10-01,M,"M. (Meemu)",Resorts,27630.00,424396.80
2021-10-01,Male,"Malé City",Hotels,37190.00,570961.56
2021-10-01,Male,"Malé City",Guesthouse,41771.00,640553.09
2021-10-01,N,"N. (Noonu)",Resorts,91891.00,1405718.11
2021-10-01,N,"N. (Noonu)",Guesthouse,1560.00,23919.81
2021-10-01,R,"R. (Raa)",Resorts,340014.00,5211993.18
2021-10-01,S,"S. (Addu)",Resorts,29394.00,450820.26
2021-10-01,S,"S. (Addu)",Hotels,12726.00,195216.84
2021-10-01,S,"S. (Addu)",Guesthouse,720.00,11045.22
2021-10-01,Sh,"Sh. (Shaviyani)",Resorts,20862.00,320440.32
2021-10-01,Th,"Th. (Thaa)",Resorts,2346.00,35987.64
2021-10-01,Th,"Th. (Thaa)",Guesthouse,1647.00,25274.22
2021-10-01,V,"V. (Vaavu)",Resorts,54354.00,832285.62
2021-10-01,V,"V. (Vaavu)",Guesthouse,10416.00,159636.93
2021-11-01,AA,"AA. (Alif Alif)",Resorts,204011.00,3130840.50
2021-11-01,AA,"AA. (Alif Alif)",Guesthouse,14151.00,217072.65
2021-11-01,ADh,"ADh. (Alif Dhaal)",Resorts,506210.00,7768839.40
2021-11-01,ADh,"ADh. (Alif Dhaal)",Hotels,11790.00,181094.40
2021-11-01,ADh,"ADh. (Alif Dhaal)",Guesthouse,9027.00,138510.85
2021-11-01,B,"B. (Baa)",Resorts,434505.00,6664782.40
2021-11-01,B,"B. (Baa)",Hotels,47808.00,733623.12
2021-11-01,B,"B. (Baa)",Guesthouse,12133.00,186281.54
2021-11-01,Dh,"Dh. (Dhaalu)",Resorts,293069.00,4500665.36
2021-11-01,Dh,"Dh. (Dhaalu)",Guesthouse,45.00,690.75
2021-11-01,F,"F. (Faafu)",Guesthouse,738.00,11306.16
2021-11-01,GA,"GA. (Gaafu Alif)",Resorts,107742.00,1653813.36
2021-11-01,GA,"GA. (Gaafu Alif)",Hotels,15978.00,245422.08
